elec_demand_CO1,elec_demand_FL1,elec_demand_GC1,elec_demand_GC2,elec_demand_GC3,elec_demand_GC4,elec_demand_ID1,elec_demand_KY1,elec_demand_MT1,elec_demand_NE1,elec_demand_OK1,elec_demand_TX2,elec_demand_WY1,elec_demand_eastern0,elec_demand_eastern1,elec_demand_eastern2,elec_demand_eastern3,elec_demand_eastern4,elec_demand_eastern5,elec_demand_eastern6,elec_demand_western1,elec_demand_western2,elec_demand_western3
9259.0,31178.0,11076.0,16017.0,4930.0,9491.0,3412.0,11031.0,2236.0,5590.0,9052.0,37357.0,3115.0,127802.0,4165.0,36400.0,26389.0,85696.0,61933.0,19250.0,24354.0,56790.0,18266.0
9349.0,33577.0,11503.0,16636.0,5120.0,9722.0,3687.0,11080.0,2282.0,5563.0,9187.0,38799.0,3078.0,128219.0,4124.0,35654.0,26840.0,87658.0,60821.0,19164.0,25844.0,59551.0,18544.0
9320.0,35716.0,11987.0,17336.0,5336.0,10227.0,3764.0,11151.0,2287.0,5531.0,9403.0,40435.0,3063.0,128921.0,4159.0,35184.0,27627.0,89816.0,60336.0,19490.0,26469.0,60590.0,18721.0
9525.0,37846.0,12467.0,18030.0,5549.0,10665.0,3762.0,11179.0,2270.0,5601.0,9670.0,42051.0,3144.0,128907.0,4172.0,34830.0,28526.0,90976.0,60005.0,19489.0,26633.0,62048.0,19142.0
9817.0,39789.0,12979.0,18769.0,5776.0,10961.0,3795.0,11130.0,2264.0,5556.0,9742.0,43778.0,3152.0,127298.0,4073.0,34277.0,29133.0,91642.0,59368.0,19328.0,26956.0,64188.0,19755.0
9946.0,41293.0,13301.0,19236.0,5921.0,11332.0,3779.0,10999.0,2205.0,5512.0,9743.0,44865.0,3150.0,125836.0,3973.0,33665.0,29494.0,91743.0,58384.0,19250.0,27282.0,66298.0,20186.0
9904.0,42531.0,13530.0,19567.0,6022.0,11541.0,3777.0,10771.0,2190.0,5504.0,9732.0,45635.0,3136.0,124561.0,3969.0,33065.0,29635.0,91188.0,57331.0,18925.0,27359.0,66538.0,20432.0
9938.0,43681.0,13635.0,19719.0,6069.0,11624.0,3757.0,10767.0,2150.0,5413.0,9653.0,45989.0,3132.0,124558.0,3887.0,32364.0,29591.0,90345.0,56560.0,18829.0,27260.0,65795.0,20519.0
9902.0,44373.0,13584.0,19644.0,6045.0,11697.0,3730.0,10765.0,2124.0,5403.0,9586.0,45816.0,3152.0,125326.0,3843.0,31934.0,29561.0,89985.0,56114.0,19085.0,27067.0,65323.0,20489.0
9940.0,44197.0,13373.0,19339.0,5952.0,11533.0,3697.0,10867.0,2121.0,5394.0,9572.0,45106.0,3174.0,127717.0,3886.0,31641.0,29366.0,89915.0,55982.0,19469.0,26840.0,64319.0,20535.0
10076.0,43179.0,13130.0,18987.0,5844.0,11457.0,3687.0,11056.0,2118.0,5550.0,9887.0,44284.0,3189.0,131542.0,3807.0,31666.0,29576.0,90222.0,56965.0,19986.0,26818.0,64115.0,20611.0
10205.0,42460.0,13222.0,19121.0,5885.0,11369.0,3715.0,11278.0,2135.0,5517.0,9716.0,44599.0,3211.0,130427.0,3863.0,32357.0,29432.0,90920.0,58900.0,20598.0,27099.0,64337.0,20718.0
10244.0,41099.0,12892.0,18645.0,5738.0,11513.0,3795.0,11047.0,2165.0,5265.0,9148.0,43485.0,3263.0,125476.0,3934.0,33222.0,28950.0,91406.0,59063.0,20572.0,27459.0,64935.0,20560.0
10346.0,37959.0,12114.0,17519.0,5392.0,11240.0,3815.0,10691.0,2229.0,4989.0,8599.0,40861.0,3271.0,119588.0,3935.0,32471.0,27781.0,89231.0,57216.0,19580.0,27817.0,66640.0,21318.0
10472.0,34009.0,11241.0,16257.0,5003.0,10588.0,3847.0,10324.0,2165.0,4787.0,8125.0,37916.0,3233.0,115313.0,3666.0,30887.0,26224.0,85530.0,54945.0,18333.0,28095.0,68954.0,21043.0
10059.0,30381.0,10556.0,15266.0,4698.0,9827.0,3772.0,9996.0,2058.0,4727.0,7794.0,35603.0,3120.0,112280.0,3508.0,29793.0,24849.0,81709.0,53428.0,17153.0,27577.0,69072.0,20298.0
9557.0,27889.0,10110.0,14621.0,4499.0,9289.0,3567.0,9829.0,1939.0,4654.0,7569.0,34100.0,3032.0,111332.0,3427.0,29275.0,23919.0,79760.0,52746.0,16548.0,26317.0,66485.0,19270.0
9104.0,26771.0,9847.0,14242.0,4383.0,8943.0,3328.0,9903.0,1867.0,4644.0,7525.0,33214.0,2947.0,113381.0,3388.0,28943.0,23482.0,80137.0,53096.0,16615.0,24888.0,63142.0,18322.0
8804.0,25921.0,9831.0,14218.0,4376.0,8967.0,3206.0,9985.0,1842.0,4739.0,7754.0,33162.0,2945.0,114305.0,3437.0,29319.0,23850.0,80598.0,53776.0,16366.0,23678.0,59799.0,17776.0
8849.0,24742.0,9877.0,14283.0,4396.0,8819.0,3148.0,10026.0,1893.0,4910.0,8041.0,33312.0,2997.0,115024.0,3454.0,29286.0,24120.0,79680.0,53666.0,15671.0,23265.0,58596.0,17628.0
8725.0,24910.0,9985.0,14440.0,4444.0,8573.0,3186.0,10485.0,1887.0,5124.0,8380.0,33679.0,2947.0,122215.0,3400.0,28870.0,24261.0,81036.0,54589.0,16092.0,23335.0,58553.0,17698.0
8374.0,26854.0,10611.0,15346.0,4723.0,8829.0,3173.0,11016.0,1815.0,5332.0,8669.0,35789.0,2872.0,127114.0,3456.0,30630.0,25191.0,85535.0,58163.0,17444.0,23253.0,57396.0,17423.0
8498.0,28772.0,10911.0,15780.0,4857.0,9422.0,3124.0,11376.0,1925.0,5373.0,8725.0,36803.0,2976.0,127804.0,3807.0,33239.0,26114.0,90299.0,60944.0,18707.0,22938.0,54764.0,17332.0
8794.0,29769.0,10954.0,15842.0,4876.0,9614.0,3313.0,11281.0,2063.0,5433.0,8897.0,36949.0,3079.0,125073.0,3947.0,35119.0,26616.0,91443.0,61451.0,19014.0,24015.0,55687.0,17802.0
9210.0,31085.0,11119.0,16081.0,4949.0,9499.0,3663.0,11056.0,2168.0,5502.0,8983.0,37507.0,3134.0,123512.0,3932.0,34977.0,26579.0,90527.0,59626.0,18864.0,25861.0,57967.0,18302.0
9316.0,33194.0,11385.0,16465.0,5067.0,9647.0,3890.0,10856.0,2251.0,5503.0,9075.0,38403.0,3090.0,123023.0,3888.0,33955.0,26766.0,90817.0,58243.0,18992.0,27415.0,61112.0,18487.0
9288.0,35418.0,11719.0,16948.0,5216.0,9951.0,3932.0,10829.0,2264.0,5613.0,9221.0,39528.0,3096.0,123671.0,3938.0,33369.0,27376.0,91207.0,57735.0,19463.0,27565.0,62226.0,18522.0
9605.0,37326.0,12138.0,17553.0,5402.0,10224.0,3938.0,10856.0,2319.0,5683.0,9416.0,40939.0,3144.0,123604.0,3978.0,33127.0,28023.0,91009.0,57640.0,19683.0,27391.0,63519.0,18924.0
9822.0,38865.0,12497.0,18073.0,5562.0,10421.0,3945.0,10730.0,2375.0,5659.0,9543.0,42151.0,3157.0,122129.0,3931.0,32620.0,28423.0,90718.0,57023.0,19638.0,27353.0,65535.0,19380.0
9853.0,40364.0,12712.0,18384.0,5658.0,10590.0,3945.0,10620.0,2364.0,5659.0,9511.0,42877.0,3184.0,120672.0,3957.0,32350.0,28651.0,90366.0,56389.0,19561.0,27331.0,66587.0,19668.0
9741.0,41449.0,12939.0,18712.0,5759.0,10749.0,3915.0,10463.0,2336.0,5678.0,9525.0,43645.0,3148.0,119187.0,3915.0,31949.0,28855.0,89305.0,55654.0,19326.0,27131.0,66508.0,19862.0
9782.0,42170.0,13005.0,18808.0,5789.0,10858.0,3829.0,10399.0,2320.0,5654.0,9459.0,43867.0,3159.0,119318.0,3902.0,31548.0,28806.0,88418.0,54797.0,19360.0,26793.0,65599.0,19906.0
9778.0,42566.0,13002.0,18804.0,5787.0,10978.0,3779.0,10291.0,2290.0,5657.0,9389.0,43857.0,3195.0,119223.0,3903.0,31353.0,28867.0,87812.0,54403.0,19626.0,26587.0,64973.0,19952.0
9849.0,42405.0,12874.0,18618.0,5730.0,10970.0,3733.0,10340.0,2278.0,5651.0,9456.0,43424.0,3227.0,120850.0,3960.0,31232.0,28892.0,87861.0,54449.0,20049.0,26248.0,64082.0,19960.0
9910.0,41448.0,12759.0,18452.0,5679.0,10910.0,3703.0,10634.0,2236.0,5759.0,9853.0,43038.0,3208.0,125817.0,3937.0,31318.0,29088.0,88268.0,55480.0,20399.0,26220.0,64220.0,20169.0
9941.0,40887.0,12988.0,18784.0,5781.0,10953.0,3719.0,10804.0,2255.0,5626.0,9717.0,43809.0,3178.0,125279.0,3975.0,31954.0,29101.0,88757.0,57086.0,21025.0,26352.0,64673.0,20247.0
10032.0,39853.0,12735.0,18418.0,5668.0,11207.0,3762.0,10548.0,2251.0,5390.0,9228.0,42958.0,3206.0,120147.0,3979.0,32540.0,28710.0,89701.0,56904.0,21060.0,26681.0,65569.0,20083.0
10166.0,37105.0,12098.0,17495.0,5385.0,10991.0,3810.0,10145.0,2304.0,5085.0,8674.0,40805.0,3240.0,114486.0,3926.0,31496.0,27587.0,87862.0,54657.0,20075.0,27083.0,67466.0,21003.0
10256.0,33715.0,11332.0,16388.0,5043.0,10360.0,3857.0,9723.0,2265.0,4895.0,8225.0,38222.0,3175.0,110430.0,3739.0,29833.0,26080.0,84285.0,52345.0,18880.0,27549.0,69778.0,20761.0
9940.0,30251.0,10647.0,15399.0,4739.0,9635.0,3861.0,9364.0,2160.0,4771.0,7848.0,35914.0,3120.0,107619.0,3500.0,28488.0,24621.0,80586.0,50713.0,17744.0,27301.0,69697.0,20111.0
9441.0,28142.0,10209.0,14763.0,4544.0,9156.0,3664.0,9295.0,2084.0,4714.0,7662.0,34432.0,3032.0,108688.0,3427.0,27598.0,23608.0,79245.0,50155.0,17357.0,26347.0,66948.0,19156.0
9131.0,27231.0,10022.0,14492.0,4460.0,9058.0,3412.0,9462.0,2019.0,4690.0,7675.0,33801.0,2947.0,111207.0,3359.0,27630.0,23512.0,80615.0,50744.0,17603.0,24988.0,63518.0,18284.0
9114.0,26629.0,10023.0,14496.0,4461.0,9049.0,3275.0,9586.0,2037.0,4806.0,7931.0,33807.0,2954.0,112340.0,3398.0,27955.0,23910.0,81160.0,51690.0,17455.0,23935.0,60294.0,17831.0
9292.0,25283.0,10037.0,14514.0,4467.0,8994.0,3309.0,9523.0,2082.0,4961.0,8104.0,33853.0,3026.0,112112.0,3404.0,27903.0,24151.0,79617.0,51457.0,16578.0,23872.0,60101.0,17961.0
9163.0,25337.0,10078.0,14575.0,4485.0,8653.0,3357.0,9909.0,2084.0,5107.0,8346.0,33993.0,3001.0,120057.0,3350.0,26949.0,23959.0,80558.0,51716.0,17132.0,24257.0,60580.0,18012.0
8806.0,27301.0,10664.0,15423.0,4746.0,8973.0,3335.0,10500.0,1988.0,5344.0,8545.0,35972.0,2899.0,124905.0,3406.0,28334.0,24729.0,84720.0,55079.0,18382.0,24246.0,58848.0,17616.0
9032.0,29335.0,10950.0,15837.0,4874.0,9488.0,3297.0,10752.0,2065.0,5342.0,8689.0,36935.0,2972.0,125537.0,3626.0,30580.0,25705.0,89080.0,57753.0,19607.0,23971.0,55540.0,17516.0
9406.0,30450.0,11057.0,15991.0,4921.0,9652.0,3461.0,10713.0,2179.0,5398.0,8905.0,37296.0,3080.0,122076.0,3843.0,32209.0,26242.0,89895.0,57829.0,19399.0,25162.0,56817.0,18061.0
9937.0,32023.0,11303.0,16345.0,5031.0,9592.0,3840.0,10542.0,2348.0,5402.0,9057.0,38123.0,3145.0,120469.0,3950.0,32408.0,26309.0,89381.0,56599.0,18910.0,26989.0,58746.0,18503.0
9894.0,34500.0,11654.0,16854.0,5187.0,9952.0,4050.0,10611.0,2390.0,5438.0,9262.0,39310.0,3099.0,121016.0,3922.0,32540.0,26938.0,90292.0,56375.0,18974.0,28485.0,61462.0,18763.0
9885.0,36883.0,12054.0,17433.0,5365.0,10525.0,4113.0,10703.0,2424.0,5476.0,9619.0,40661.0,3106.0,122219.0,3948.0,33012.0,28053.0,91740.0,57136.0,19377.0,28619.0,62306.0,18926.0
9969.0,38636.0,12466.0,18027.0,5548.0,10994.0,4104.0,10785.0,2405.0,5622.0,9946.0,42047.0,3176.0,122236.0,4007.0,33562.0,29035.0,92427.0,57461.0,19475.0,28436.0,64003.0,19347.0
9982.0,39801.0,12815.0,18535.0,5704.0,11326.0,4103.0,10769.0,2412.0,5628.0,10048.0,43229.0,3223.0,121128.0,4037.0,33738.0,29719.0,92524.0,57574.0,19162.0,28367.0,66607.0,19856.0
10008.0,40735.0,13079.0,18916.0,5822.0,11650.0,4050.0,10698.0,2364.0,5608.0,10051.0,44117.0,3205.0,119856.0,4036.0,33490.0,30139.0,92453.0,56947.0,19013.0,28232.0,69113.0,20245.0
9925.0,41279.0,13232.0,19136.0,5889.0,11814.0,4023.0,10546.0,2330.0,5573.0,9991.0,44630.0,3181.0,118665.0,3988.0,33112.0,30299.0,91914.0,56261.0,18697.0,27831.0,69782.0,20374.0
9924.0,42089.0,13267.0,19187.0,5904.0,11966.0,3919.0,10442.0,2272.0,5458.0,9786.0,44751.0,3158.0,118140.0,3940.0,32734.0,30251.0,91507.0,55683.0,18531.0,27353.0,69211.0,20503.0
10127.0,42454.0,13222.0,19121.0,5885.0,12141.0,3842.0,10369.0,2248.0,5388.0,9637.0,44600.0,3183.0,117473.0,3965.0,32537.0,30211.0,91371.0,55222.0,18585.0,26999.0,68681.0,20455.0
9765.0,42109.0,13090.0,18930.0,5826.0,12065.0,3777.0,10362.0,2234.0,5353.0,9691.0,44151.0,3137.0,118508.0,3931.0,32529.0,30029.0,91493.0,55185.0,18720.0,26448.0,67872.0,20483.0
9808.0,41173.0,12961.0,18745.0,5769.0,11929.0,3749.0,10491.0,2217.0,5492.0,9838.0,43720.0,3163.0,122239.0,3966.0,32423.0,30105.0,91134.0,55759.0,18950.0,26247.0,68045.0,20554.0
9961.0,40388.0,13124.0,18979.0,5841.0,11741.0,3776.0,10672.0,2226.0,5478.0,9768.0,44264.0,3182.0,121645.0,3951.0,32812.0,29939.0,90515.0,56863.0,19384.0,26261.0,67783.0,20697.0
10085.0,39248.0,12900.0,18656.0,5741.0,11783.0,3782.0,10376.0,2255.0,5283.0,9376.0,43512.0,3184.0,117010.0,3941.0,32795.0,29454.0,90312.0,56244.0,19597.0,26477.0,68318.0,20998.0
10196.0,37121.0,12415.0,17955.0,5526.0,11432.0,3805.0,9919.0,2290.0,5033.0,8836.0,41877.0,3214.0,111426.0,3824.0,31649.0,28276.0,88394.0,53993.0,18811.0,26777.0,69903.0,21365.0
10191.0,34155.0,11770.0,17022.0,5238.0,10949.0,3846.0,9456.0,2229.0,4794.0,8339.0,39701.0,3197.0,106948.0,3643.0,29968.0,26865.0,85493.0,51200.0,17805.0,27144.0,71777.0,21028.0
9789.0,30972.0,11173.0,16159.0,4973.0,10305.0,3847.0,9023.0,2158.0,4632.0,7972.0,37690.0,3107.0,103982.0,3529.0,28325.0,25437.0,82104.0,49072.0,16619.0,26954.0,71831.0,20344.0
9366.0,27573.0,10725.0,15510.0,4774.0,9766.0,3665.0,8385.0,2080.0,4546.0,7675.0,36176.0,3053.0,97775.0,3378.0,27125.0,24332.0,76682.0,46511.0,14907.0,26027.0,69516.0,19543.0
8934.0,25828.0,10062.0,14550.0,4478.0,9017.0,3493.0,8095.0,2020.0,4249.0,7132.0,33937.0,2941.0,98963.0,3124.0,24858.0,22409.0,74922.0,44343.0,14924.0,24923.0,66663.0,18592.0
8305.0,24890.0,9919.0,14345.0,4415.0,8862.0,3297.0,8009.0,1900.0,4324.0,7211.0,33458.0,2852.0,98921.0,3195.0,25091.0,22216.0,74753.0,44298.0,14709.0,23860.0,62680.0,17535.0
8399.0,23840.0,9843.0,14233.0,4381.0,8609.0,3077.0,7782.0,1925.0,4358.0,7225.0,33197.0,2838.0,98060.0,3154.0,24565.0,22049.0,73725.0,43398.0,14257.0,22352.0,57141.0,17031.0
8409.0,23426.0,9737.0,14082.0,4334.0,8274.0,3061.0,7903.0,1903.0,4341.0,7135.0,32844.0,2861.0,100650.0,3073.0,23849.0,21545.0,73796.0,43028.0,14496.0,22474.0,56804.0,16932.0
8192.0,24091.0,9907.0,14328.0,4409.0,8359.0,3043.0,8092.0,1898.0,4469.0,7319.0,33417.0,2781.0,103793.0,3201.0,24633.0,21774.0,75580.0,43924.0,15285.0,22485.0,55545.0,16661.0
8342.0,24901.0,10054.0,14541.0,4475.0,8522.0,3008.0,8273.0,1938.0,4654.0,7634.0,33915.0,2845.0,106163.0,3323.0,25356.0,22281.0,77028.0,45226.0,15307.0,22245.0,53810.0,16558.0
8546.0,26505.0,10357.0,14978.0,4610.0,8633.0,3093.0,8510.0,2009.0,4779.0,7928.0,34934.0,2921.0,106585.0,3428.0,26096.0,22969.0,78054.0,46353.0,15431.0,22867.0,53902.0,16815.0
8774.0,28970.0,10806.0,15629.0,4810.0,8906.0,3297.0,8718.0,2116.0,4889.0,8190.0,36451.0,2957.0,106660.0,3581.0,27135.0,23668.0,79771.0,47827.0,15836.0,23852.0,54892.0,16983.0
9039.0,31408.0,11294.0,16333.0,5027.0,9480.0,3451.0,8963.0,2217.0,4961.0,8405.0,38095.0,2943.0,107252.0,3641.0,27804.0,24688.0,81890.0,49061.0,16283.0,24800.0,55619.0,17447.0
9165.0,33314.0,11688.0,16903.0,5202.0,9996.0,3627.0,9128.0,2260.0,4976.0,8660.0,39422.0,2975.0,107683.0,3662.0,28172.0,25668.0,83525.0,49815.0,16534.0,25765.0,57536.0,18056.0
9232.0,34640.0,12018.0,17380.0,5349.0,10445.0,3654.0,9156.0,2270.0,5033.0,8866.0,40537.0,3012.0,107032.0,3665.0,28340.0,26434.0,84517.0,50034.0,16462.0,26277.0,59990.0,18615.0
9175.0,35437.0,12227.0,17684.0,5443.0,10735.0,3678.0,9139.0,2222.0,5007.0,8954.0,41243.0,3015.0,106273.0,3580.0,28042.0,26890.0,85089.0,49678.0,16273.0,26287.0,61204.0,19059.0
9131.0,35813.0,12328.0,17829.0,5487.0,11034.0,3605.0,9151.0,2176.0,5030.0,9061.0,41584.0,3039.0,105758.0,3596.0,27529.0,27176.0,85171.0,49079.0,16034.0,25900.0,61312.0,19161.0
9006.0,36073.0,12308.0,17800.0,5478.0,11191.0,3534.0,9120.0,2112.0,5026.0,9111.0,41515.0,2996.0,105527.0,3506.0,27143.0,27332.0,84955.0,48632.0,15789.0,25366.0,60352.0,19050.0
8914.0,36328.0,12284.0,17765.0,5468.0,11342.0,3443.0,9151.0,2068.0,5011.0,9087.0,41431.0,3005.0,105948.0,3470.0,26940.0,27381.0,84827.0,48491.0,15774.0,24751.0,59275.0,18838.0
8846.0,36631.0,12216.0,17667.0,5437.0,11427.0,3370.0,9170.0,2017.0,4916.0,9098.0,41205.0,3002.0,106627.0,3512.0,27100.0,27426.0,84888.0,48524.0,15929.0,24222.0,58082.0,18588.0
8769.0,36455.0,12117.0,17524.0,5393.0,11449.0,3312.0,9234.0,2003.0,4891.0,9071.0,40872.0,2958.0,108119.0,3517.0,27285.0,27403.0,85251.0,48719.0,16174.0,23803.0,57076.0,18504.0
8952.0,36242.0,12126.0,17536.0,5397.0,11280.0,3352.0,9367.0,2020.0,4965.0,9276.0,40900.0,3002.0,111262.0,3563.0,27393.0,27543.0,85025.0,49372.0,16452.0,23728.0,56696.0,18584.0
9245.0,35865.0,12318.0,17814.0,5483.0,11064.0,3360.0,9373.0,2037.0,4877.0,9172.0,41550.0,3038.0,109372.0,3527.0,27945.0,27409.0,84398.0,50280.0,16771.0,23894.0,56834.0,18836.0
9397.0,35456.0,12144.0,17562.0,5405.0,11152.0,3392.0,9187.0,2058.0,4737.0,8829.0,40959.0,3073.0,105186.0,3604.0,28070.0,26812.0,83987.0,49573.0,16833.0,24120.0,57704.0,19169.0
9560.0,33577.0,11756.0,17000.0,5232.0,10893.0,3436.0,8831.0,2118.0,4575.0,8327.0,39650.0,3085.0,100515.0,3514.0,27258.0,25882.0,82470.0,47872.0,16314.0,24310.0,59230.0,19643.0
9645.0,31119.0,11254.0,16276.0,5009.0,10480.0,3453.0,8409.0,2092.0,4426.0,7862.0,37961.0,3063.0,95833.0,3446.0,26029.0,24743.0,79762.0,45620.0,15360.0,24778.0,60993.0,19435.0
9599.0,28620.0,10726.0,15513.0,4774.0,9886.0,3482.0,8049.0,2022.0,4311.0,7531.0,36180.0,3034.0,92608.0,3315.0,24859.0,23570.0,76678.0,43669.0,14291.0,24747.0,61869.0,18899.0
9364.0,26373.0,10340.0,14953.0,4602.0,9414.0,3330.0,7737.0,1971.0,4270.0,7270.0,34877.0,2963.0,90508.0,3199.0,24056.0,22623.0,73672.0,42605.0,13632.0,24009.0,60533.0,18295.0
9180.0,25077.0,10067.0,14559.0,4481.0,9066.0,3171.0,7658.0,1919.0,4200.0,7162.0,33956.0,2880.0,90756.0,3103.0,23542.0,22087.0,72560.0,41945.0,13451.0,23093.0,58054.0,17666.0
9048.0,24301.0,9945.0,14383.0,4426.0,8966.0,3036.0,7576.0,1912.0,4222.0,7176.0,33546.0,2880.0,89982.0,3128.0,23585.0,21971.0,71722.0,41831.0,13122.0,22305.0,55815.0,17210.0
9195.0,23055.0,9813.0,14193.0,4368.0,8776.0,3010.0,7365.0,1923.0,4240.0,7138.0,33103.0,2907.0,87679.0,3072.0,23364.0,21722.0,69934.0,41089.0,12437.0,21804.0,54294.0,17107.0
9191.0,22599.0,9663.0,13976.0,4301.0,8447.0,3012.0,7352.0,1939.0,4215.0,6930.0,32594.0,2880.0,88858.0,3022.0,22711.0,21102.0,69230.0,40482.0,12493.0,21892.0,54086.0,17072.0
8914.0,22896.0,9684.0,14006.0,4310.0,8458.0,3012.0,7464.0,1856.0,4271.0,6983.0,32666.0,2828.0,90628.0,3075.0,22764.0,21125.0,69677.0,40459.0,12918.0,21748.0,53173.0,16814.0
8942.0,23363.0,9736.0,14080.0,4333.0,8548.0,2949.0,7567.0,1910.0,4449.0,7202.0,32839.0,2871.0,93957.0,3172.0,22961.0,21481.0,70468.0,40755.0,13019.0,21426.0,51456.0,16645.0
9031.0,25096.0,9990.0,14448.0,4447.0,8640.0,3046.0,7841.0,1942.0,4536.0,7487.0,33697.0,2921.0,97532.0,3251.0,23770.0,22056.0,71746.0,41994.0,13538.0,21812.0,51652.0,16860.0
9055.0,28037.0,10378.0,15008.0,4619.0,9029.0,3191.0,8099.0,2019.0,4648.0,7722.0,35003.0,2933.0,100519.0,3384.0,24919.0,22842.0,74881.0,43724.0,14478.0,22554.0,52383.0,17011.0
9287.0,31070.0,10803.0,15623.0,4808.0,9537.0,3367.0,8459.0,2143.0,4740.0,7910.0,36439.0,2931.0,103534.0,3496.0,26010.0,23866.0,78662.0,45378.0,15272.0,23387.0,52599.0,17346.0
9588.0,33430.0,11191.0,16185.0,4981.0,10060.0,3510.0,8780.0,2226.0,4807.0,8185.0,37749.0,2982.0,105598.0,3553.0,26802.0,24941.0,81413.0,46735.0,15782.0,24481.0,54325.0,17841.0
9801.0,35364.0,11416.0,16509.0,5081.0,10473.0,3606.0,8990.0,2298.0,4802.0,8396.0,38503.0,3009.0,106636.0,3622.0,27474.0,25639.0,83837.0,47684.0,15973.0,25097.0,56355.0,18193.0
9918.0,36982.0,11578.0,16743.0,5153.0,10839.0,3608.0,9108.0,2370.0,4828.0,8450.0,39050.0,3014.0,107307.0,3671.0,27878.0,26167.0,85721.0,48106.0,15997.0,25463.0,57663.0,18385.0
9872.0,38074.0,11668.0,16875.0,5194.0,11108.0,3599.0,9207.0,2346.0,4811.0,8452.0,39359.0,3014.0,107623.0,3685.0,27732.0,26386.0,87154.0,47928.0,15936.0,25353.0,57688.0,18414.0
9685.0,36573.0,11678.0,16889.0,5197.0,11302.0,3530.0,9313.0,2322.0,4837.0,8500.0,39389.0,3008.0,108131.0,3589.0,27563.0,26551.0,87455.0,48009.0,15837.0,24980.0,57177.0,18409.0
9590.0,39142.0,11707.0,16931.0,5211.0,11416.0,3461.0,9500.0,2296.0,4875.0,8534.0,39486.0,3001.0,109724.0,3593.0,27530.0,26744.0,88118.0,48310.0,15890.0,24497.0,56362.0,18310.0
9605.0,39715.0,11805.0,17073.0,5254.0,11507.0,3387.0,9620.0,2264.0,4889.0,8592.0,39819.0,3030.0,110515.0,3595.0,27830.0,26884.0,88778.0,48666.0,16239.0,24072.0,55881.0,18292.0
9756.0,39905.0,11818.0,17091.0,5260.0,11535.0,3368.0,9672.0,2288.0,4913.0,8577.0,39859.0,3069.0,112173.0,3693.0,28268.0,27024.0,89395.0,49435.0,16574.0,23809.0,55544.0,18352.0
9752.0,39489.0,11793.0,17056.0,5249.0,11495.0,3347.0,9851.0,2259.0,5076.0,8800.0,39780.0,3077.0,116254.0,3737.0,28644.0,27310.0,89544.0,50488.0,16840.0,23726.0,55526.0,18597.0
9955.0,39064.0,11987.0,17336.0,5336.0,11346.0,3377.0,9999.0,2296.0,5026.0,8725.0,40432.0,3119.0,114384.0,3755.0,29233.0,27312.0,89245.0,51530.0,17141.0,24100.0,56148.0,18836.0
10026.0,38086.0,11808.0,17077.0,5255.0,11539.0,3461.0,9743.0,2318.0,4826.0,8296.0,39830.0,3126.0,109360.0,3798.0,29120.0,26835.0,89041.0,50825.0,17168.0,24562.0,57104.0,19088.0
10133.0,35546.0,11224.0,16231.0,4996.0,11300.0,3510.0,9320.0,2343.0,4619.0,7773.0,37857.0,3145.0,103600.0,3716.0,28145.0,25756.0,87077.0,48818.0,16362.0,24950.0,58885.0,19698.0
10181.0,31967.0,10502.0,15187.0,4674.0,10663.0,3565.0,8826.0,2299.0,4465.0,7358.0,35420.0,3137.0,98297.0,3577.0,27077.0,24389.0,83256.0,46719.0,15244.0,25396.0,60592.0,19528.0
10042.0,28647.0,9913.0,14336.0,4412.0,9979.0,3543.0,8372.0,2190.0,4372.0,7105.0,33437.0,3056.0,94545.0,3418.0,26030.0,23142.0,79286.0,45098.0,14154.0,25029.0,61350.0,18851.0
9669.0,27455.0,9524.0,13774.0,4239.0,9442.0,3380.0,8526.0,2084.0,4387.0,6972.0,32122.0,2943.0,98020.0,3306.0,25310.0,22354.0,78685.0,45062.0,14554.0,24045.0,59695.0,17997.0
9418.0,27022.0,9643.0,13947.0,4292.0,9543.0,3176.0,8707.0,2011.0,4580.0,7425.0,32527.0,2911.0,99584.0,3484.0,26692.0,23174.0,78630.0,46552.0,14671.0,22680.0,56718.0,17258.0
9726.0,26361.0,9691.0,14016.0,4314.0,9519.0,3107.0,8726.0,2094.0,4748.0,7627.0,32691.0,2982.0,99752.0,3541.0,27148.0,23752.0,77921.0,46932.0,14297.0,21820.0,54757.0,17298.0
9915.0,25016.0,9722.0,14059.0,4327.0,9360.0,3250.0,8620.0,2121.0,4925.0,7907.0,32792.0,3014.0,98751.0,3493.0,27103.0,23998.0,75198.0,46155.0,13217.0,22430.0,57095.0,17736.0
9823.0,25063.0,9785.0,14151.0,4355.0,9014.0,3271.0,8856.0,2121.0,5074.0,8200.0,33005.0,2989.0,105156.0,3443.0,26385.0,23896.0,75335.0,45949.0,13502.0,22590.0,57656.0,17857.0
9333.0,27073.0,10409.0,15053.0,4632.0,9232.0,3297.0,9427.0,2052.0,5267.0,8447.0,35107.0,2900.0,110681.0,3547.0,28024.0,24667.0,78552.0,48746.0,14378.0,22525.0,56220.0,17529.0
9588.0,29110.0,10614.0,15350.0,4724.0,9713.0,3271.0,9839.0,2104.0,5328.0,8690.0,35802.0,2963.0,114786.0,3790.0,30436.0,25600.0,82203.0,51509.0,15354.0,22051.0,53543.0,17499.0
